Code	Name	HPO
237914002	6-Pyruvoyl-tetrahydrobiopterin synthase deficiency	[0, [], null, []]
1003380001	6q16 microdeletion syndrome	[0, [], null, []]
719663005	6q25 microdeletion syndrome	[0, [], null, []]
719666002	6q terminal deletion syndrome	[0, [], null, []]
764703002	7p22.1 microduplication syndrome	[0, [], null, []]
726707004	7q11.23 microduplication syndrome	[0, [], null, []]
773326003	7q31 microdeletion syndrome	[0, [], null, []]
719646006	8p11.2 deletion syndrome	[0, [], null, []]
765140006	8p23.1 duplication syndrome	[0, [], null, []]
716381003	8p23.1 microdeletion syndrome	[0, [], null, []]
718188007	8p inverted duplication deletion syndrome	[0, [], null, []]
719684000	8q12 microduplication syndrome	[0, [], null, []]
724147004	8q13 microdeletion syndrome	[0, [], null, []]
718615003	8q21.11 microdeletion syndrome	[0, [], null, []]
719664004	8q22.1 microdeletion syndrome	[0, [], null, []]
1229895008	8q24.3 microdeletion syndrome	[0, [], null, []]
111309008	8q partial trisomy syndrome	[0, [], null, []]
764725008	9p13 microdeletion syndrome	[0, [], null, []]
890128002	9p24.3 deletion syndrome	[0, [], null, []]
77527000	9p partial trisomy syndrome	[0, [], null, []]
1229875002	9q21.13 microdeletion syndrome	[0, [], null, []]
773493002	9q31.1q31.3 microdeletion syndrome	[0, [], null, []]
1228886008	9q33.3q34.11 microdeletion syndrome	[0, [], null, []]
425879009	AA amyloid nephropathy	[0, [], null, []]
14921002	Aarskog syndrome	[0, [], null, []]
718576001	Aase Smith type 1 syndrome	[0, [], null, []]
71988008	Aase syndrome	[0, [], null, []]
43894001	Abdominal actinomycosis	[0, [], null, []]
253679008	Abdominal aortic coarctation	[0, [], null, []]
230648001	Abdominal cutaneous nerve entrapment syndrome	[0, [], null, []]
400153009	Abdominal fibromatosis	[0, [], null, []]
311808009	Aberrant retro-esophageal subclavian artery causing dysphagia	[0, [], null, []]
718575002	Ablepharon macrostomia syndrome	[0, [], null, []]
449455000	Abnormal attachment of tricuspid chordae tendinae	[0, [], null, []]
253333008	Abnormal connection of hepatic vein to atrium	[0, [], null, []]
230679002	Abnormality of synaptic vesicles	[0, [], null, []]
240459003	Abortive poliomyelitis	[0, [], null, []]
783161005	ABri amyloidosis	[0, [], null, []]
718574003	Abruzzo Erickson syndrome	[0, [], null, []]
721807009	Abscess caused by Entamoeba histolytica	[0, [], null, []]
14770001000004107	Abscess of abdomen caused by Nocardia	[0, [], null, []]
716099003	Absence deformity of leg and congenital cataract syndrome	[0, [], null, []]
719595002	Absence of fingerprints with congenital milia syndrome	[0, [], null, []]
449005003	Absence of mitral chordae tendinae	[0, [], null, []]
449563001	Absence of primary mitral chordae tendinae	[0, [], null, []]
253312004	Absent bridging vein	[0, [], null, []]
253401003	Absent mitral leaflets	[0, [], null, []]
253411005	Absent mitral papillary muscle	[0, [], null, []]
771264005	Absent radius, anogenital anomalies syndrome	[0, [], null, []]
719685004	Absent thumb with short stature and immunodeficiency syndrome	[0, [], null, []]
733068001	Absent tibia, polydactyly, arachnoid cyst syndrome	[0, [], null, []]
253381001	Absent tricuspid leaflet	[0, [], null, []]
253392000	Absent tricuspid papillary muscle	[0, [], null, []]
1163473005	Acanthameba keratoconjunctivitis	[0, [], null, []]
711644007	Acanthamoeba endophthalmitis	[0, [], null, []]
231896005	Acanthamoeba keratitis	[0, [], null, []]
718715007	Acanthosis nigricans and insulin resistance with muscle cramp and acral enlargement syndrome	[0, [], null, []]
267454002	Acatalasemia	[0, [], null, []]
233844002	Accelerated coronary artery disease in transplanted heart	[0, [], null, []]
413389003	Accelerated phase chronic myeloid leukemia	[0, [], null, []]
431456004	Accelerated rejection of bone marrow transplant	[0, [], null, []]
431186002	Accelerated rejection of cardiac transplant	[0, [], null, []]
433804007	Accelerated rejection of intestine transplant	[0, [], null, []]
432777003	Accelerated rejection of liver transplant	[0, [], null, []]
431507002	Accelerated rejection of lung transplant	[0, [], null, []]
433809002	Accelerated rejection of pancreas transplant	[0, [], null, []]
236572007	Accelerated rejection of renal transplant	[0, [], null, []]
719163006	Accessory anterior naris	[0, [], null, []]
18166000	Accessory breast	[0, [], null, []]
79037006	Accessory pancreas	[0, [], null, []]
253405007	Accessory tissue on mitral leaflet	[0, [], null, []]
253384009	Accessory tissue on tricuspid leaflet	[0, [], null, []]
295125005	Accidental acetaminophen overdose	[0, [], null, []]
290134002	Accidental acetaminophen poisoning	[0, [], null, []]
296486006	Accidental colchicine overdose	[0, [], null, []]
291385005	Accidental colchicine poisoning	[0, [], null, []]
291992008	Accidental digoxin poisoning	[0, [], null, []]
295724001	Accidental fluorouracil overdose	[0, [], null, []]
290699005	Accidental fluorouracil poisoning	[0, [], null, []]
295698000	Accidental mercuric oxide overdose	[0, [], null, []]
290677002	Accidental mercuric oxide poisoning	[0, [], null, []]
297039006	Accidental mersalyl overdose	[0, [], null, []]
295702001	Accidental methotrexate overdose	[0, [], null, []]
290681002	Accidental methotrexate poisoning	[0, [], null, []]
296322006	Accidental overdose by cocaine	[0, [], null, []]
296326009	Accidental overdose by crack cocaine	[0, [], null, []]
242261003	Accidental overdose of digoxin	[0, [], null, []]
216583009	Accidental poisoning by cocaine	[0, [], null, []]
291261004	Accidental poisoning by crack cocaine	[0, [], null, []]
216740001	Accidental poisoning by cyanide	[0, [], null, []]
216780005	Accidental poisoning by lead fumes	[0, [], null, []]
216640006	Accidental poisoning by methyl alcohol	[0, [], null, []]
216729009	Accidental poisoning by organic mercurials	[0, [], null, []]
216726002	Accidental poisoning by paraquat	[0, [], null, []]
1145156006	Accidental poisoning caused by lead and/or lead compound	[0, [], null, []]
371627004	ACE inhibitor-aggravated angioedema	[0, [], null, []]
63340009	Acephalocheiria	[0, [], null, []]
295124009	Acetaminophen overdose	[0, [], null, []]
715793003	Acetazolamide responsive myotonia	[0, [], null, []]
230671004	Acetylcholine resynthesis deficiency	[0, [], null, []]
718573009	Achalasia microcephaly syndrome	[0, [], null, []]
177504007	Acheiropodia	[0, [], null, []]
2391001	Achondrogenesis	[0, [], null, []]
42725006	Achondrogenesis, type IA	[0, [], null, []]
14870002	Achondrogenesis, type IB	[0, [], null, []]
254061001	Achondrogenesis, type II	[0, [], null, []]
86268005	Achondroplasia	[0, [], null, []]
57863006	Acid phosphatase deficiency	[0, [], null, []]
722280000	Ackerman syndrome	[0, [], null, []]
2961000119106	Acoustic neuroma of bilateral vestibular nerves	[0, [], null, []]
16594881000119101	Acoustic neuroma of left vestibular nerve	[0, [], null, []]
16594841000119106	Acoustic neuroma of right vestibular nerve	[0, [], null, []]
703802001	Acquired angioedema due to C1 inhibitor autoantibody	[0, [], null, []]
703801008	Acquired angioedema due to lymphoproliferative disorder	[0, [], null, []]
241955009	Acquired C1 esterase inhibitor deficiency	[0, [], null, []]
286391000119108	Acquired coronary artery fistula	[0, [], null, []]
764856008	Acquired cystic disease associated renal cell carcinoma	[0, [], null, []]
2772003	Acquired epidermolysis bullosa	[0, [], null, []]
230438007	Acquired epileptic aphasia	[0, [], null, []]
435321000124106	Acquired epileptic aphasia, non-refractory	[0, [], null, []]
435331000124109	Acquired epileptic aphasia, refractory	[0, [], null, []]
191298004	Acquired factor II deficiency	[0, [], null, []]
33820001	Acquired factor X deficiency disease	[0, [], null, []]
236467001	Acquired Fanconi syndrome	[0, [], null, []]
86907008	Acquired generalized lipodystrophy	[0, [], null, []]
307343001	Acquired hemoglobin H disease	[0, [], null, []]
782915004	Acquired hemophagocytic lymphohistiocytosis associated with malignant disease	[0, [], null, []]
201160005	Acquired hypertrichosis lanuginosa	[0, [], null, []]
95843009	Acquired hypoplasminogenemia	[0, [], null, []]
8691004	Acquired ichthyosis	[0, [], null, []]
295315008	Acquired methemoglobinemia	[0, [], null, []]
724099000	Acquired monoclonal immunoglobulin light chain-associated Fanconi syndrome	[0, [], null, []]
81475007	Acquired nephrogenic diabetes insipidus	[0, [], null, []]
1254908004	Acquired paraneoplastic ichthyosis	[0, [], null, []]
75659004	Acquired partial lipodystrophy	[0, [], null, []]
403404004	Acquired perforating pseudoxanthoma elasticum	[0, [], null, []]
1254861008	Acquired perforating pseudoxanthoma elasticum of periumbilical region	[0, [], null, []]
38837006	Acquired porencephaly	[0, [], null, []]
1155910005	Acquired porphyria cutanea tarda	[0, [], null, []]
77039003	Acquired progressive kinking of hair	[0, [], null, []]
1217409009	Acquired protein S deficiency	[0, [], null, []]
403401007	Acquired pseudoxanthoma elasticum	[0, [], null, []]
725157006	Acquired purpura fulminans	[0, [], null, []]
235724004	Acquired short bowel syndrome	[0, [], null, []]
871621007	Acquired stenosis of subpulmonary area	[0, [], null, []]
472799000	Acquired subpulmonary stenosis associated with functionally univentricular heart	[0, [], null, []]
472800001	Acquired subpulmonary stenosis due to restrictive ventricular defect associated with functionally univentricular heart	[0, [], null, []]
439007008	Acquired thrombotic thrombocytopenic purpura	[0, [], null, []]
234451005	Acquired von Willebrand disease	[0, [], null, []]
403786001	Acral Darier's disease	[0, [], null, []]
733638006	Acral dystrophic epidermolysis bullosa	[0, [], null, []]
709416009	Acral peeling skin syndrome	[0, [], null, []]
238949006	Acral persistent papular mucinosis	[0, [], null, []]
402842008	Acral pseudolymphomatous angiokeratoma of children (APACHE)	[0, [], null, []]
718633009	Acral self-healing collodion baby	[0, [], null, []]
715951007	Acrocallosal syndrome	[0, [], null, []]
720416007	Acrocapitofemoral dysplasia	[0, [], null, []]
890221004	Acrocardiofacial syndrome	[0, [], null, []]
720417003	Acrocephalopolydactyly	[0, [], null, []]
205260006	Acrocephalopolysyndactyly	[0, [], null, []]
403767009	Acrocephalopolysyndactyly type II	[0, [], null, []]
403768004	Acrocephalopolysyndactyly type III	[0, [], null, []]
733425005	Acrocephalopolysyndactyly type IV	[0, [], null, []]
205258009	Acrocephalosyndactyly type I	[0, [], null, []]
70410008	Acrocephalosyndactyly type V	[0, [], null, []]
720418008	Acrocraniofacial dysostosis	[0, [], null, []]
4340003	Acrodermatitis atrophicans chronica	[0, [], null, []]
83839005	Acrodermatitis continua of Hallopeau	[0, [], null, []]
66758006	Acrodysostosis	[0, [], null, []]
773773006	Acrodysplasia scoliosis	[0, [], null, []]
239069005	Acroerythrokeratoderma	[0, [], null, []]
720419000	Acrofacial dysostosis Catania type	[0, [], null, []]
720427009	Acrofacial dysostosis Kennedy Teebi type	[0, [], null, []]
720429007	Acrofacial dysostosis Palagonia type	[0, [], null, []]
720430002	Acrofacial dysostosis Rodriguez type	[0, [], null, []]
720408003	Acrofrontofacionasal dysostosis	[0, [], null, []]
721835008	Acrofrontofacionasal dysostosis type 2	[0, [], null, []]
238872007	Acrogeria	[0, [], null, []]
111029001	Acrokerato-elastoidosis	[0, [], null, []]
238640007	Acrokeratosis paraneoplastica of Bazex	[0, [], null, []]
400018004	Acrokeratosis verruciformis of Darier disease	[0, [], null, []]
400085009	Acrokeratosis verruciformis of Hopf	[0, [], null, []]
239089006	Acromelanosis	[0, [], null, []]
715427008	Acromelic frontonasal dysplasia	[0, [], null, []]
389167007	Acromesomelic dysplasia Hunter-Thompson type	[0, [], null, []]
718559000	Acromesomelic dysplasia Maroteaux type	[0, [], null, []]
254090007	Acromicric dysplasia	[0, [], null, []]
776417008	Acroosteolysis, keloid-like lesions, premature aging syndrome	[0, [], null, []]
720410001	Acro-oto-ocular syndrome	[0, [], null, []]
720412009	Acropectoral syndrome	[0, [], null, []]
720457000	Acropectorovertebral dysplasia	[0, [], null, []]
239098009	Acropustulosis of infancy	[0, [], null, []]
237610008	Acrorenal field defect, ectodermal dysplasia, and lipoatrophic diabetes	[0, [], null, []]
720414005	Acrorenal mandibular syndrome	[0, [], null, []]
720458005	Acrorenal syndrome	[0, [], null, []]
720415006	Acrorenoocular syndrome	[0, [], null, []]
389162001	Acroscyphodysplasia	[0, [], null, []]
702349003	Actin accumulation myopathy	[0, [], null, []]
200999007	Actinic lichen planus	[0, [], null, []]
201015007	Actinic prurigo	[0, [], null, []]
52636001	Actinic reticuloid	[0, [], null, []]
402993003	Actinomycetoma due to Actinomadura madurae	[0, [], null, []]
402994009	Actinomycetoma due to Actinomadura pelletieri	[0, [], null, []]
402986002	Actinomycetoma due to Nocardia asteroides	[0, [], null, []]
402985003	Actinomycetoma due to Nocardia brasiliensis	[0, [], null, []]
402129006	Actinomycetoma due to Nocardia infection	[0, [], null, []]
402987006	Actinomycetoma due to Nocardia otitidis caviarum	[0, [], null, []]
402995005	Actinomycetoma due to Streptomyces somaliensis	[0, [], null, []]
237448006	Actinomycosis of breast	[0, [], null, []]
186394003	Actinomycosis of cecum	[0, [], null, []]
237048004	Actinomycosis of fallopian tube	[0, [], null, []]
230209006	Actinomycotic brain abscess	[0, [], null, []]
237085007	Actinomycotic cervicitis	[0, [], null, []]
1163145003	Actinomycotic colitis	[0, [], null, []]
1193731009	Actinomycotic enteritis of intestine	[0, [], null, []]
1193729000	Actinomycotic enteritis of small intestine	[0, [], null, []]
11817007	Actinomycotic infection	[0, [], null, []]
186397005	Actinomycotic madura foot	[0, [], null, []]
192649000	Actinomycotic meningitis	[0, [], null, []]
187089001	Actinomycotic mycetoma	[0, [], null, []]
195908008	Actinomycotic pneumonia	[0, [], null, []]
197964007	Actinomycotic prostatitis	[0, [], null, []]
764453009	Action myoclonus renal failure syndrome	[0, [], null, []]
711480000	Activated PI3K-delta syndrome	[0, [], null, []]
191692007	Active disintegrative psychoses	[0, [], null, []]
427099000	Active tuberculosis	[0, [], null, []]
766986002	Acute adrenal insufficiency	[0, [], null, []]
186116005	Acute amebic dysentery	[0, [], null, []]
111912001	Acute amebic dysentery without abscess	[0, [], null, []]
186311005	Acute and fulminating melioidosis	[0, [], null, []]
266237004	Acute and subacute bacterial endocarditis	[0, [], null, []]
838358000	Acute and subacute endocarditis of left side of heart due to infection	[0, [], null, []]
1268520007	Acute and subacute endocarditis of right side of heart due to infection	[0, [], null, []]
194926000	Acute and subacute infective endocarditis associated with another disorder	[0, [], null, []]
783612007	Acute annular outer retinopathy	[0, [], null, []]
111286002	Acute bacterial endocarditis	[0, [], null, []]
1208910001	Acute bacterial endophthalmitis following surgical procedure	[0, [], null, []]
720460007	Acute bilateral depigmentation of iris	[0, [], null, []]
1197757006	Acute bilirubin encephalopathy	[0, [], null, []]
446957000	Acute bulbar poliomyelitis due to Human poliovirus 1	[0, [], null, []]
446311006	Acute bulbar poliomyelitis due to Human poliovirus 2	[0, [], null, []]
312947009	Acute central serous chorioretinopathy	[0, [], null, []]
314006008	Acute central serous retinopathy with subretinal fluid	[0, [], null, []]
240653009	Acute Chagas' disease	[0, [], null, []]
186813004	Acute Chagas' disease with heart involvement	[0, [], null, []]
722889008	Acute Chagas disease without heart involvement	[0, [], null, []]
240800002	Acute clonorchiasis	[0, [], null, []]
3071000119108	Acute coccidioidomycosis	[0, [], null, []]
58374007	Acute diffuse tuberculosis	[0, [], null, []]
236538004	Acute disorder of hemodialysis	[0, [], null, []]
240730004	Acute disseminated classical histoplasmosis	[0, [], null, []]
83942000	Acute disseminated encephalomyelitis	[0, [], null, []]
182961000119101	Acute disseminated encephalomyelitis following infectious disease	[0, [], null, []]
766044005	Acute encephalopathy with biphasic seizures and late reduced diffusion	[0, [], null, []]
838356001	Acute endocarditis of right side of heart due to infection	[0, [], null, []]
1493002	Acute endophthalmitis	[0, [], null, []]
348831000119103	Acute endophthalmitis of left eye	[0, [], null, []]
348381000119107	Acute endophthalmitis of right eye	[0, [], null, []]
789574002	Acute exacerbation of idiopathic pulmonary fibrosis	[0, [], null, []]
716379000	Acute fatty liver of pregnancy	[0, [], null, []]
75053002	Acute febrile mucocutaneous lymph node syndrome	[0, [], null, []]
84625002	Acute febrile neutrophilic dermatosis	[0, [], null, []]
1251367000	Acute febrile neutrophilic dermatosis due to neoplastic disease	[0, [], null, []]
1254886004	Acute febrile neutrophilic dermatosis of hand	[0, [], null, []]
18917003	Acute fulminating type A viral hepatitis	[0, [], null, []]
13265006	Acute fulminating type B viral hepatitis	[0, [], null, []]
45042004	Acute fulminating viral hepatitis	[0, [], null, []]
702617007	Acute generalized exanthematous pustulosis	[0, [], null, []]
402326008	Acute generalized pustular psoriasis de novo	[0, [], null, []]
402355000	Acute graft-versus-host disease	[0, [], null, []]
121121000119106	Acute graft-versus-host reaction following bone marrow transplant	[0, [], null, []]
402856005	Acute hemorrhagic edema of childhood	[0, [], null, []]
72986009	Acute hemorrhagic leukoencephalitis	[0, [], null, []]
722864002	Acute hepatic failure caused by hepatitis virus	[0, [], null, []]
413438002	Acute hepatic failure due to drugs	[0, [], null, []]
186626002	Acute hepatitis B with delta-agent (coinfection) without hepatic coma	[0, [], null, []]
235864009	Acute hepatitis B with hepatitis D	[0, [], null, []]
1208900005	Acute idiopathic enlarged blind spot syndrome	[0, [], null, []]
1187643003	Acute infantile liver failure, cerebellar ataxia, peripheral sensory motor neuropathy syndrome	[0, [], null, []]
720461006	Acute infantile liver failure due to synthesis defect of mitochondrial deoxyribonucleic acid encoded protein	[0, [], null, []]
774207004	Acute infantile liver failure with multisystemic involvement syndrome	[0, [], null, []]
63081009	Acute infarction of spinal cord	[0, [], null, []]
459056003	Acute infective endocarditis	[0, [], null, []]
716723000	Acute inflammatory demyelinating polyradiculoneuropathy	[0, [], null, []]
234422006	Acute intermittent porphyria	[0, [], null, []]
236302005	Acute interstitial pneumonia	[0, [], null, []]
344015141000119100	Acute ischemia of colon due to thrombosis of mesenteric vein	[0, [], null, []]
289566561000119108	Acute ischemia of small intestine due to thrombosis of mesenteric vein	[0, [], null, []]
1163134001	Acute juvenile paracoccidioidomycosis	[0, [], null, []]
1163089000	Acute left sided infective endocarditis	[0, [], null, []]
240390000	Acute localized suppurative melioidosis	[0, [], null, []]
315345002	Acute lung injury	[0, [], null, []]
733054008	Acute lung injury during and following administration of blood product	[0, [], null, []]
426637005	Acute lyme disease	[0, [], null, []]
1234824005	Acute macular neuroretinopathy	[0, [], null, []]
240828008	Acute Malayan filarial abscess	[0, [], null, []]
240826007	Acute Malayan filariasis	[0, [], null, []]
277602003	Acute megakaryoblastic leukemia	[0, [], null, []]
240381007	Acute miliary cutaneous tuberculosis	[0, [], null, []]
186276006	Acute miliary tuberculosis	[0, [], null, []]
186278007	Acute miliary tuberculosis of multiple sites	[0, [], null, []]
724541008	Acute miliary tuberculosis of single site	[0, [], null, []]
715770009	Acute motor axonal neuropathy	[0, [], null, []]
716722005	Acute motor sensory axonal neuropathy	[0, [], null, []]
766045006	Acute myeloid leukemia and myelodysplastic syndrome related to alkylating agent	[0, [], null, []]
766048008	Acute myeloid leukemia and myelodysplastic syndrome related to radiation	[0, [], null, []]
766046007	Acute myeloid leukemia and myelodysplastic syndrome related to topoisomerase type 2 inhibitor	[0, [], null, []]
359631009	Acute myeloid leukemia, minimal differentiation, FAB M0	[0, [], null, []]
61311000119104	Acute myeloid leukemia, minimal differentiation, FAB M0 in remission	[0, [], null, []]
1157157006	Acute myeloid leukemia with 11q23 abnormality	[0, [], null, []]
1237368006	Acute myeloid leukemia with BCR-ABL1	[0, [], null, []]
838355002	Acute myeloid leukemia with CBFB::MYH11 fusion	[0, [], null, []]
764855007	Acute myeloid leukemia with CEBPA somatic mutations	[0, [], null, []]
780844005	Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2); RPN1-EVI1	[0, [], null, []]
359648001	Acute myeloid leukemia with maturation, FAB M2	[0, [], null, []]
426124006	Acute myeloid leukemia with maturation, FAB M2, in remission	[0, [], null, []]
445448008	Acute myeloid leukemia with myelodysplasia-related changes	[0, [], null, []]
763309005	Acute myeloid leukemia with NPM1 somatic mutation	[0, [], null, []]
