	Id	Code	Name	Class	Standard Concept Caption	Valid Start Date	Valid End Date	RC	DRC	PC	DPC	Domain	Vocabulary	Ancestors
	4082034	240653009	Acute Chagas' disease	Disorder	Standard	01/30/2002	12/30/2099	20	9,000	10	3,040	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Infection by Trypanosoma cruzi'">1
	4089976	186813004	Acute Chagas' disease with heart involvement	Disorder	Standard	01/30/2002	12/30/2099	1,750	1,750	570	570	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Infection by Trypanosoma cruzi'">1
	36716726	722889008	Acute Chagas disease without heart involvement	Disorder	Standard	01/30/2017	12/30/2099	7,230	7,230	2,460	2,460	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Infection by Trypanosoma cruzi'">1
	4346171	240800002	Acute clonorchiasis	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Trematode infection'">1
	45757664	3071000119108	Acute coccidioidomycosis	Disorder	Standard	07/30/2014	12/30/2099	20	105,410	20	32,450	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Coccidioidomycosis'">1
	4080459	240730004	Acute disseminated classical histoplasmosis	Disorder	Standard	01/30/2002	12/30/2099	70	70	10	10	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Histoplasmosis'">1
	3654663	838356001	Acute endocarditis of right side of heart due to infection	Disorder	Standard	07/30/2020	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Infective endocarditis'">1
	439673	186626002	Acute hepatitis B with delta-agent (coinfection) without hepatic coma	Disorder	Standard	01/30/2002	12/30/2099	27,310	27,310	9,820	9,820	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Viral hepatitis D'">1
	4341652	235864009	Acute hepatitis B with hepatitis D	Disorder	Standard	01/30/2002	12/30/2099	10	10	10	10	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Viral hepatitis D'">1
	43020873	459056003	Acute infective endocarditis	Disorder	Standard	01/30/2013	12/30/2099	100	1,086,050	60	214,350	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Infective endocarditis'">1
	37160727	1163134001	Acute juvenile paracoccidioidomycosis	Disorder	Standard	09/29/2021	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Paracoccidioidomycosis'">1
	37160684	1163089000	Acute left sided infective endocarditis	Disorder	Standard	09/29/2021	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Infective endocarditis'">1
	4345701	240390000	Acute localized suppurative melioidosis	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4142570	426637005	Acute lyme disease	Disorder	Standard	07/30/2007	12/30/2099	640	640	420	420	Condition	SNOMED	
	4346181	240828008	Acute Malayan filarial abscess	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4346180	240826007	Acute Malayan filariasis	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4148301	30595008	Acute necrotizing cutaneous leishmaniasis	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	35607947	763310000	Acute necrotizing encephalopathy of childhood	Disorder	Standard	07/30/2018	12/30/2099	20	20	0	0	Condition	SNOMED	
	4347539	240463005	Acute neurological rabies	Disorder	Standard	01/30/2002	12/30/2099	0	20	0	20	Condition	SNOMED	
	136330	14535005	Acute nonparalytic poliomyelitis	Disorder	Standard	01/30/2002	12/30/2099	10,560	10,860	1,840	1,960	Condition	SNOMED	
	443566	429297003	Acute nonparalytic poliomyelitis due to human poliovirus 1	Disorder	Standard	01/30/2008	12/30/2099	300	300	120	120	Condition	SNOMED	
	4294711	403126006	Acute papular onchodermatitis	Disorder	Standard	07/30/2003	12/30/2099	0	0	0	0	Condition	SNOMED	
	4091330	186476008	Acute paralytic non-bulbar poliomyelitis	Disorder	Standard	01/30/2002	12/30/2099	880	880	60	60	Condition	SNOMED	
	4347538	240460008	Acute paralytic poliomyelitis	Disorder	Standard	01/30/2002	12/30/2099	74,270	113,850	6,990	12,360	Condition	SNOMED	
	376901	64764001	Acute paralytic poliomyelitis, bulbar	Disorder	Standard	01/30/2002	12/30/2099	26,790	31,650	3,210	3,810	Condition	SNOMED	
	40490364	446958005	Acute paralytic poliomyelitis due to Human poliovirus 1	Disorder	Standard	01/30/2011	12/30/2099	2,410	6,720	440	850	Condition	SNOMED	
	40491869	447262002	Acute paralytic poliomyelitis due to Human poliovirus 2	Disorder	Standard	01/30/2011	12/30/2099	420	970	170	360	Condition	SNOMED	
	40492373	447378002	Acute paralytic poliomyelitis due to Human poliovirus 3	Disorder	Standard	01/30/2011	12/30/2099	180	180	90	90	Condition	SNOMED	
	4088245	186478009	Acute paralytic poliomyelitis, vaccine-associated	Disorder	Standard	01/30/2002	12/30/2099	3,000	3,000	580	580	Condition	SNOMED	
	4090828	186479001	Acute paralytic poliomyelitis, wild virus, imported	Disorder	Standard	01/30/2002	12/30/2099	450	450	100	100	Condition	SNOMED	
	4087441	186480003	Acute paralytic poliomyelitis, wild virus, indigenous	Disorder	Standard	01/30/2002	12/30/2099	590	590	120	120	Condition	SNOMED	
	45770911	184431000119108	Acute pneumonia due to coccidioidomycosis	Disorder	Standard	07/30/2014	12/30/2099	0	0	0	0	Condition	SNOMED	
	378679	398102009	Acute poliomyelitis	Disorder	Standard	07/30/2003	12/30/2099	217,870	345,750	40,800	55,610	Condition	SNOMED	
	40487368	446312004	Acute poliomyelitis due to Human poliovirus 1	Disorder	Standard	01/30/2011	12/30/2099	3,170	10,190	490	1,460	Condition	SNOMED	
	4082065	240741002	Acute pulmonary African histoplasmosis	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4087776	187027001	Acute pulmonary coccidioidomycosis	Disorder	Standard	01/30/2002	12/30/2099	105,390	105,390	32,430	32,430	Condition	SNOMED	
	4241693	58524006	Acute pulmonary histoplasmosis	Disorder	Standard	01/30/2002	12/30/2099	18,350	18,350	8,750	8,750	Condition	SNOMED	
	4252713	409553007	Acute Q fever	Disorder	Standard	07/30/2004	12/30/2099	10	10	10	10	Condition	SNOMED	
	37160681	1163086007	Acute schistosomiasis	Disorder	Standard	09/29/2021	12/30/2099	0	0	0	0	Condition	SNOMED	
	37167221	1264007008	Adenovirus infection in immunocompromised person	Disorder	Standard	02/27/2023	12/30/2099	0	0	0	0	Condition	SNOMED	
	608055	1156793005	Adult intestinal botulism	Disorder	Standard	07/30/2021	12/30/2099	0	0	0	0	Condition	SNOMED	
	434581	78511005	African histoplasmosis	Disorder	Standard	01/30/2002	12/30/2099	3,990	5,940	1,780	2,780	Condition	SNOMED	
	4228934	406558002	African tick bite fever	Disorder	Standard	01/30/2004	12/30/2099	10	10	10	10	Condition	SNOMED	
	438344	27031003	African trypanosomiasis	Disorder	Standard	01/30/2002	12/30/2099	3,440	5,230	1,690	2,190	Condition	SNOMED	
	4080434	240631007	Airport malaria	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	138347	72294005	Alastrim	Disorder	Standard	01/30/2002	12/30/2099	710	710	160	160	Condition	SNOMED	
	4084205	18342001	Algid malaria	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	436024	186287003	Ambulatory plague	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4097678	26826005	Amebic appendicitis	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4173717	50227004	Amebic balanitis	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	194560	75119003	Amebic liver abscess	Disorder	Standard	01/30/2002	12/30/2099	19,020	19,020	5,440	5,440	Condition	SNOMED	
	256023	65095005	Amebic lung abscess	Disorder	Standard	01/30/2002	12/30/2099	7,910	7,910	1,910	1,910	Condition	SNOMED	
	4290720	402141004	American cutaneous/mucocutaneous Leishmaniasis	Disorder	Standard	07/30/2003	12/30/2099	0	0	0	0	Condition	SNOMED	
	4299007	403135004	American mucocutaneous leishmaniasis	Disorder	Standard	07/30/2003	12/30/2099	40	40	0	0	Condition	SNOMED	
	37162526	1193807005	Ancylostoma caninum eosinophilic enteritis of intestine	Disorder	Standard	01/30/2022	12/30/2099	0	0	0	0	Condition	SNOMED	
	37162525	1193806001	Ancylostoma caninum eosinophilic enteritis of small intestine	Disorder	Standard	01/30/2022	12/30/2099	0	0	0	0	Condition	SNOMED	
	4345911	240854000	Ancylostomal cutaneous larva migrans	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4188108	63479002	Ancylostomiasis	Disorder	Standard	01/30/2005	12/30/2099	9,840	27,020	2,790	3,870	Condition	SNOMED	
	433703	22728002	Ancylostomiasis due to Ancylostoma braziliense	Disorder	Standard	01/30/2002	12/30/2099	580	580	300	300	Condition	SNOMED	
	444051	38725001	Ancylostomiasis due to Ancylostoma ceylonicum	Disorder	Standard	01/30/2002	12/30/2099	320	320	250	250	Condition	SNOMED	
	438070	7386008	Ancylostomiasis due to Ancylostoma duodenale	Disorder	Standard	01/30/2005	12/30/2099	16,280	16,280	530	530	Condition	SNOMED	
	4138257	32266007	Anicteric leptospirosis	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4004895	10093004	Anisakiasis caused by larva of Anisakis simplex	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4160185	398327006	Anterior acute poliomyelitis	Disorder	Standard	07/30/2003	12/30/2099	0	0	0	0	Condition	SNOMED	
	252548	195902009	Anthrax pneumonia	Disorder	Standard	01/30/2002	12/30/2099	1,590	1,590	530	530	Condition	SNOMED	
	4240364	58868000	Argentinian hemorrhagic fever	Disorder	Standard	01/30/2002	12/30/2099	350	350	140	140	Condition	SNOMED	
	3654667	838360003	Arthritis caused by Mycobacterium leprae	Disorder	Standard	07/30/2020	12/30/2099	0	0	0	0	Condition	SNOMED	
	141791	186807008	Asian desert cutaneous leishmaniasis	Disorder	Standard	01/30/2002	12/30/2099	260	260	190	190	Condition	SNOMED	
	4014884	10446001	Aspergilloma	Disorder	Standard	01/30/2002	12/30/2099	9,860	9,860	810	810	Condition	SNOMED	
	434281	65553006	Aspergillosis	Disorder	Standard	01/30/2002	12/30/2099	763,480	1,099,250	118,810	173,520	Condition	SNOMED	
	37017456	713732008	Aspergillosis co-occurrent with human immunodeficiency virus infection	Disorder	Standard	01/30/2016	12/30/2099	0	0	0	0	Condition	SNOMED	
	37162473	1193650002	Aspergillosis enteritis of intestine	Disorder	Standard	01/30/2022	12/30/2099	0	0	0	0	Condition	SNOMED	
	37162472	1193649002	Aspergillosis enteritis of small intestine	Disorder	Standard	01/30/2022	12/30/2099	0	0	0	0	Condition	SNOMED	
	40482019	445058002	Aspergillus bronchitis	Disorder	Standard	07/30/2010	12/30/2099	30	50	20	20	Condition	SNOMED	
	37160738	1163146002	Aspergillus colitis	Disorder	Standard	09/29/2021	12/30/2099	0	0	0	0	Condition	SNOMED	
	4186114	413583003	Aspergillus endophthalmitis	Disorder	Standard	01/30/2005	12/30/2099	0	0	0	0	Condition	SNOMED	
	37161137	1177039008	Aspergillus esophagitis	Disorder	Standard	10/30/2021	12/30/2099	0	0	0	0	Condition	SNOMED	
	37160724	1163130005	Aspergillus meningitis	Disorder	Standard	09/29/2021	12/30/2099	0	0	0	0	Condition	SNOMED	
	37160845	1163536005	Aspergillus mycotic cerebral aneurysm	Disorder	Standard	09/29/2021	12/30/2099	0	0	0	0	Condition	SNOMED	
	4120323	302905001	Aspergillus otomycosis	Disorder	Standard	01/30/2002	12/30/2099	1,690	1,690	220	220	Condition	SNOMED	
	4294712	403128007	Atrophic onchodermatitis	Disorder	Standard	07/30/2003	12/30/2099	0	0	0	0	Condition	SNOMED	
	36716913	723147008	Autonomic disorder co-occurrent and due to Chagas disease	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	439730	21061004	Babesiosis	Disorder	Standard	01/30/2002	12/30/2099	214,750	217,690	58,930	60,090	Condition	SNOMED	
	4116649	301183007	Bacterial endocarditis	Disorder	Standard	01/30/2002	12/30/2099	1,970	1,118,100	600	217,360	Condition	SNOMED	
	197206	57725006	Balantidiasis	Disorder	Standard	01/30/2002	12/30/2099	36,380	36,380	25,660	25,660	Condition	SNOMED	
	4240301	91586009	Bancroftian elephantiasis	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4346041	240823004	Bancroftian filarial abscess	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4120798	234108004	Bancroftian filarial chylocele	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4346179	240822009	Bancroftian filarial fever	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4169249	48982009	Bannwarth syndrome	Disorder	Standard	01/30/2002	12/30/2099	20	20	10	10	Condition	SNOMED	
	3657775	15693201000119102	Bilateral keratitis of eyes caused by Acanthamoeba	Disorder	Standard	07/30/2020	12/30/2099	0	0	0	0	Condition	SNOMED	
	437216	56625005	Black water fever	Disorder	Standard	01/30/2002	12/30/2099	700	700	430	430	Condition	SNOMED	
	3654610	838301001	Bladder disorder caused by Schistosoma	Disorder	Standard	07/30/2020	12/30/2099	0	0	0	0	Condition	SNOMED	
	3654611	838302008	Bladder disorder caused by Schistosoma japonicum	Disorder	Standard	07/30/2020	12/30/2099	0	0	0	0	Condition	SNOMED	
	4284824	67247008	Bolivian hemorrhagic fever	Disorder	Standard	01/30/2002	12/30/2099	680	680	550	550	Condition	SNOMED	
	4345219	240403008	Borderline lepromatous leprosy	Disorder	Standard	01/30/2002	12/30/2099	670	670	180	180	Condition	SNOMED	
	436902	400008009	Borderline leprosy	Disorder	Standard	07/30/2003	12/30/2099	2,210	3,270	360	740	Condition	SNOMED	
	4347522	240402003	Borderline tuberculoid leprosy	Disorder	Standard	01/30/2002	12/30/2099	320	320	200	200	Condition	SNOMED	
	435180	186774005	Boutonneuse fever	Disorder	Standard	01/30/2002	12/30/2099	1,080	1,080	700	700	Condition	SNOMED	
	4345816	240524001	Brazilian hemorrhagic fever	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	433145	47761007	Brill-Zinsser disease	Disorder	Standard	01/30/2002	12/30/2099	800	800	470	470	Condition	SNOMED	
	37161159	1177065007	Brucella canis spondylitis	Disorder	Standard	10/30/2021	12/30/2099	0	0	0	0	Condition	SNOMED	
	4231975	406564009	Brucella infection of the central nervous system	Disorder	Standard	01/30/2004	12/30/2099	0	0	0	0	Condition	SNOMED	
	37161161	1177066008	Brucella melitensis spondylitis	Disorder	Standard	10/30/2021	12/30/2099	0	0	0	0	Condition	SNOMED	
	4068619	202698007	Brucella spondylitis	Disorder	Standard	01/30/2002	12/30/2099	50	50	10	10	Condition	SNOMED	
	37161158	1177063000	Brucella suis spondylitis	Disorder	Standard	10/30/2021	12/30/2099	0	0	0	0	Condition	SNOMED	
	441497	75702008	Brucellosis	Disorder	Standard	01/30/2002	12/30/2099	27,870	37,740	7,870	10,680	Condition	SNOMED	
	4296066	402127008	Brucellosis of skin	Disorder	Standard	07/30/2003	12/30/2099	0	0	0	0	Condition	SNOMED	
	4186741	413716003	Brucellosis uveitis	Disorder	Standard	01/30/2005	12/30/2099	0	0	0	0	Condition	SNOMED	
	321212	50797007	Bubonic plague	Disorder	Standard	01/30/2002	12/30/2099	3,540	3,540	2,760	2,760	Condition	SNOMED	
	4311704	85658001	Buffalopox	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	3654605	838295002	Bullous impetigo of napkin area	Disorder	Standard	07/30/2020	12/30/2099	0	0	0	0	Condition	SNOMED	
	4082033	240648004	Bush yaws	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4345829	240843005	Calabar swelling	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	141055	18116006	Cancrum oris	Disorder	Standard	01/30/2002	12/30/2099	8,840	8,840	6,760	6,760	Condition	SNOMED	
	433415	63553008	Candidal endocarditis	Disorder	Standard	01/30/2002	12/30/2099	53,580	53,580	10,570	10,570	Condition	SNOMED	
	4092838	186957004	Canicola fever	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4246729	60916008	Cardiopulmonary schistosomiasis	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	440642	79974007	Cat scratch disease	Disorder	Standard	01/30/2002	12/30/2099	141,610	141,610	91,740	91,740	Condition	SNOMED	
	35622688	764811001	Cavitary myiasis	Disorder	Standard	07/30/2018	12/30/2099	0	0	0	0	Condition	SNOMED	
	4345229	240431004	Cephalic tetanus	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4203913	54043007	Cercarial dermatitis of freshwater avian type	Disorder	Standard	01/30/2002	12/30/2099	40	40	30	30	Condition	SNOMED	
	4191951	39524009	Cercarial dermatitis of freshwater mammalian type	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4228674	88558006	Cercarial dermatitis of sea water avian type	Disorder	Standard	01/30/2002	12/30/2099	10	10	10	10	Condition	SNOMED	
	37160725	1163131009	Cerebral abscess caused by Aspergillus	Disorder	Standard	09/29/2021	12/30/2099	0	0	0	0	Condition	SNOMED	
	37160742	1163151008	Cerebral cryptococcoma	Disorder	Standard	09/29/2021	12/30/2099	0	0	0	0	Condition	SNOMED	
	4089362	187094001	Cerebral cryptococcosis	Disorder	Standard	01/30/2002	12/30/2099	185,200	185,200	10,950	10,950	Condition	SNOMED	
	4043898	230215006	Cerebral cysticercosis	Disorder	Standard	01/30/2002	12/30/2099	2,600	2,600	170	170	Condition	SNOMED	
	4041677	230214005	Cerebral hydatid cyst	Disorder	Standard	01/30/2002	12/30/2099	10	10	0	0	Condition	SNOMED	
	4347655	240845003	Cerebral loiasis	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4202367	53622003	Cerebral malaria	Disorder	Standard	01/30/2002	12/30/2099	20	3,000	20	990	Condition	SNOMED	
