
	Id	Code	Name	Class	Standard Concept Caption	Valid Start Date	Valid End Date	RC	DRC	PC	DPC	Domain	Vocabulary	Ancestors
	36675065	771341006	14q11.2 microduplication syndrome	Disorder	Standard	01/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	36714377	719574007	14q12 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	36675113	771439009	14q22q23 microdeletion syndrome	Disorder	Standard	01/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	36676584	773494008	14q24.1q24.3 microdeletion syndrome	Disorder	Standard	01/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	37164810	1234830005	14q32 duplication syndrome	Disorder	Standard	07/30/2022	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	4067773	20348002	14q partial distal trisomy syndrome	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	36675064	771340007	15q11.2 microdeletion syndrome	Disorder	Standard	01/30/2019	12/30/2099	620	620	20	20	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	36714276	719427001	15q11q13 microduplication syndrome	Disorder	Standard	01/30/2017	12/30/2099	20	20	10	10	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	44783197	699254009	15q13.3 microdeletion	Disorder	Standard	01/30/2014	12/30/2099	60	60	20	20	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	36714378	719575008	15q14 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	36675149	771477003	15q overgrowth syndrome	Disorder	Standard	01/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	36714379	719576009	16p11.2p12.2 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	120	120	20	20	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	37116703	733518000	16p11.2p12.2 microduplication syndrome	Disorder	Standard	07/30/2017	12/30/2099	10	10	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	37165247	1251450006	16p12.1p12.3 triplication syndrome	Disorder	Standard	09/29/2022	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	36714380	719577000	16p13.11 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	20	20	10	10	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	36714381	719578005	16p13.11 microduplication syndrome	Disorder	Standard	01/30/2017	12/30/2099	20	20	10	10	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	37164110	1228890005	16p13.2 microdeletion syndrome	Disorder	Standard	05/30/2022	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	37116671	733473000	16p13.3 microduplication syndrome	Disorder	Standard	07/30/2017	12/30/2099	30	30	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	36674196	770760006	16q24.1 microdeletion syndrome	Disorder	Standard	01/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	36714382	719580004	16q24.3 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	4169253	49013001	17 alpha-Hydroxyprogesterone aldolase deficiency	Disorder	Standard	01/30/2002	12/30/2099	60	60	20	20	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	37116955	734016004	17p11.2 microduplication syndrome	Disorder	Standard	07/30/2017	12/30/2099	60	60	20	20	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	36717732	719582007	17p13.3 microduplication syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	36714383	719583002	17q11.2 microduplication syndrome	Disorder	Standard	01/30/2017	12/30/2099	10	10	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	619026	880093002	17q11 deletion syndrome	Disorder	Standard	01/30/2021	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Neurofibromatosis type 1'">1
	37116704	733519008	17q12 microdeletion syndrome	Disorder	Standard	07/30/2017	12/30/2099	90	90	10	10	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	35610694	764435003	17q12 microduplication syndrome	Disorder	Standard	07/30/2018	12/30/2099	70	70	20	20	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	37396762	716683005	17q21.31 microduplication syndrome	Disorder	Standard	07/30/2016	12/30/2099	10	10	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	36714384	719584008	17q23.1q23.2 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	37164179	1229873009	17q24.2 microdeletion syndrome	Disorder	Standard	05/30/2022	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	619071	890116005	17q24-qter duplication syndrome	Disorder	Standard	01/30/2021	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Distal trisomy 17q'">1
	4208982	56653005	18p partial monosomy syndrome	Disorder	Standard	01/30/2002	12/30/2099	60	60	10	10	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	4220591	4199009	18p partial trisomy syndrome	Disorder	Standard	01/30/2002	12/30/2099	20	20	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	4174875	4242009	18q partial monosomy syndrome	Disorder	Standard	01/30/2002	12/30/2099	40	60	10	20	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Deletion of long arm of chromosome 18'">1
	36714393	719597005	19p13.12 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	20	20	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	35610790	764440006	19p13.13 microdeletion syndrome	Disorder	Standard	07/30/2018	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	37164188	1229883008	19p13.3 microduplication syndrome	Disorder	Standard	05/30/2022	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	36717093	719599008	19q13.11 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	36717734	719600006	1p21.3 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	35624166	766766005	1p31p32 microdeletion syndrome	Disorder	Standard	07/30/2018	12/30/2099	40	40	0	0	Condition	SNOMED	$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''">0
	37164071	1228844002	1p35.2 microdeletion syndrome	Disorder	Standard	05/30/2022	12/30/2099	0	0	0	0	Condition	SNOMED	
	44783245	699306003	1p36 deletion syndrome	Disorder	Standard	01/30/2014	12/30/2099	210	210	40	40	Condition	SNOMED	
	44783244	699305004	1q21.1 microdeletion	Disorder	Standard	01/30/2014	12/30/2099	130	130	20	20	Condition	SNOMED	
	36675061	771337007	1q21.1 microduplication syndrome	Disorder	Standard	01/30/2019	12/30/2099	30	30	10	10	Condition	SNOMED	
	37396636	716515000	1q41q42 microdeletion syndrome	Disorder	Standard	07/30/2016	12/30/2099	10	10	0	0	Condition	SNOMED	
	36714429	719649004	1q44 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	130	130	10	10	Condition	SNOMED	
	36714430	719650004	20p12.3 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	36676447	773346008	20p13 microdeletion syndrome	Disorder	Standard	01/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	
	4006299	111311004	20p partial trisomy syndrome	Disorder	Standard	01/30/2002	12/30/2099	10	10	0	0	Condition	SNOMED	
	37164196	1229891004	20q11.2 microdeletion syndrome	Disorder	Standard	05/30/2022	12/30/2099	0	0	0	0	Condition	SNOMED	
	35621805	763061004	20q11.2 microduplication syndrome	Disorder	Standard	07/30/2018	12/30/2099	0	0	0	0	Condition	SNOMED	
	37116705	733520002	20q13.33 microdeletion syndrome	Disorder	Standard	07/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	37206825	787171006	21q22.11q22.12 microdeletion syndrome	Disorder	Standard	07/30/2019	12/30/2099	10	10	0	0	Condition	SNOMED	
	4049000	15841002	21q partial monosomy syndrome	Disorder	Standard	01/30/2002	12/30/2099	0	10	0	0	Condition	SNOMED	
	35624485	767263007	22q11.2 deletion syndrome	Disorder	Standard	07/30/2018	12/30/2099	1,223,500	1,223,500	38,860	38,860	Condition	SNOMED	
	44783248	699311001	22q11.2 duplication syndrome	Disorder	Standard	01/30/2014	12/30/2099	140	140	40	40	Condition	SNOMED	
	44783247	699310000	22q13.3 deletion syndrome	Disorder	Standard	01/30/2014	12/30/2099	520	520	80	80	Condition	SNOMED	
	37203816	782918002	2-aminoadipic 2-oxoadipic aciduria	Disorder	Standard	07/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	
	42538941	791000124107	2-methyl-3-hydroxybutyric aciduria	Disorder	Standard	07/31/2011	12/30/2099	0	0	0	0	Condition	SNOMED	
	36674192	770756008	2p13.2 microdeletion syndrome	Disorder	Standard	01/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	
	36717745	719651000	2p15p16.1 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	36714431	719652007	2p21 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	36674190	770754006	2p21 microdeletion syndrome without cystinuria	Disorder	Standard	01/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	
	36714436	719657001	2q23.1 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	35624202	766816008	2q23.1 microduplication syndrome	Disorder	Standard	07/30/2018	12/30/2099	0	0	0	0	Condition	SNOMED	
	36714437	719658006	2q24 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	37396533	716387004	2q31.1 microdeletion syndrome	Disorder	Standard	07/30/2016	12/30/2099	0	0	0	0	Condition	SNOMED	
	36714438	719659003	2q32q33 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	30	30	10	10	Condition	SNOMED	
	35621806	763062006	2q33.1 microdeletion syndrome	Disorder	Standard	07/30/2018	12/30/2099	350	350	0	0	Condition	SNOMED	
	4031812	238033007	3-Beta-hydroxy-delta-5-C27-steroid dehydrogenase deficiency	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4182535	54470008	3 beta-Hydroxysteroid dehydrogenase deficiency	Disorder	Standard	01/30/2002	12/30/2099	60	60	20	20	Condition	SNOMED	
	36713638	718556007	3C syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	37110829	725286002	3-hydroxy-3-methylglutaryl-coenzyme A synthase deficiency	Disorder	Standard	07/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	4029730	237957007	3-Hydroxyisobutyric aciduria	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4145715	307130006	3-Ketoacyl-CoA triolase deficiency	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4035270	237951008	3-Methylglutaconic aciduria type 1	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4175583	297231002	3-Methylglutaconic aciduria type 2	Disorder	Standard	01/30/2002	12/30/2099	55,600	55,600	4,060	4,060	Condition	SNOMED	
	4178535	297232009	3-Methylglutaconic aciduria type 3	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4180031	297233004	3-Methylglutaconic aciduria type 4	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	46272954	711412004	3-methylglutaconic aciduria type 5	Disorder	Standard	07/30/2015	12/30/2099	0	0	0	0	Condition	SNOMED	
	35622701	764860006	3-methylglutaconic aciduria type 7	Disorder	Standard	07/30/2018	12/30/2099	0	0	0	0	Condition	SNOMED	
	37163916	1222671009	3-methylglutaconic aciduria type 8	Disorder	Standard	05/30/2022	12/30/2099	0	0	0	0	Condition	SNOMED	
	37163917	1222672002	3-methylglutaconic aciduria type 9	Disorder	Standard	05/30/2022	12/30/2099	0	0	0	0	Condition	SNOMED	
	46272952	711409002	3-methylglutaconic aciduria type IV with sensorineural deafness, encephalopathy and Leigh-like syndrome	Disorder	Standard	07/30/2015	12/30/2099	0	0	0	0	Condition	SNOMED	
	45765410	702342007	3-M syndrome	Disorder	Standard	07/30/2014	12/30/2099	0	0	0	0	Condition	SNOMED	
	4212356	57514000	3-Oxo-5 alpha-steroid delta 4-dehydrogenase deficiency	Disorder	Standard	01/30/2002	12/30/2099	560	560	40	40	Condition	SNOMED	
	619078	890123006	3p25.3 deletion syndrome	Disorder	Standard	01/30/2021	12/30/2099	0	0	0	0	Condition	SNOMED	
	4123308	303098002	3-Phosphoglycerate dehydrogenase deficiency	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	37116748	733637001	3-phosphoglycerate dehydrogenase deficiency infantile form	Disorder	Standard	07/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	37116747	733636005	3-phosphoglycerate dehydrogenase deficiency juvenile form	Disorder	Standard	07/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	37118039	726705007	3q13 microdeletion syndrome	Disorder	Standard	07/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	36680617	778073001	3q26 microduplication syndrome	Disorder	Standard	01/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	
	36680578	778000002	3q26q27 microdeletion syndrome	Disorder	Standard	01/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	
	36674863	770719004	3q27.3 microdeletion syndrome	Disorder	Standard	01/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	
	37396586	716456000	3q29 microdeletion syndrome	Disorder	Standard	07/30/2016	12/30/2099	30	30	10	10	Condition	SNOMED	
	37397357	717973004	3q29 microduplication	Disorder	Standard	07/30/2016	12/30/2099	0	0	0	0	Condition	SNOMED	
	37116741	733622000	46,XX disorder of sex development with anorectal anomalies syndrome	Disorder	Standard	07/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	37116740	733621007	46,XX disorder of sex development with skeletal anomalies syndrome	Disorder	Standard	07/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	37165047	1237345002	46,XX ovarian dysgenesis, short stature syndrome	Disorder	Standard	09/29/2022	12/30/2099	0	0	0	0	Condition	SNOMED	
	37164815	1234906009	46,XX ovotesticular disorder of sex development	Disorder	Standard	07/30/2022	12/30/2099	2,360	2,360	520	520	Condition	SNOMED	
	37204433	783092005	46,XY disorder of sex development, adrenal insufficiency due to CYP11A1 deficiency	Disorder	Standard	07/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	
	37164545	1231281009	46,XY disorder of sex development due to isolated 17,20-lyase deficiency	Disorder	Standard	06/29/2022	12/30/2099	0	0	0	0	Condition	SNOMED	
	37204432	783091003	46,XY gonadal dysgenesis, motor and sensory neuropathy syndrome	Disorder	Standard	07/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	
	35622283	763683004	46,XY ovotesticular disorder of sex development	Disorder	Standard	07/30/2018	12/30/2099	10	10	0	0	Condition	SNOMED	
	37110719	725045004	46,XY partial gonadal dysgenesis	Disorder	Standard	07/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	37116743	733625003	48,XYYY syndrome	Disorder	Standard	07/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	36674922	770908007	49,XXXYY syndrome	Disorder	Standard	01/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	
	37116964	734028007	49,XYYYY syndrome	Disorder	Standard	07/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	37169831	1208933000	4H leukodystrophy	Disorder	Standard	03/30/2022	12/30/2099	0	0	0	0	Condition	SNOMED	
	37111651	726706008	4p16.3 microduplication syndrome	Disorder	Standard	07/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	4169730	49024004	4p partial trisomy syndrome	Disorder	Standard	01/30/2002	12/30/2099	30	30	10	10	Condition	SNOMED	
	36717746	719660008	4q21 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	90	90	0	0	Condition	SNOMED	
	37165250	1251452003	4q25 proximal deletion syndrome	Disorder	Standard	09/29/2022	12/30/2099	0	0	0	0	Condition	SNOMED	
	4216432	41797007	5,10-Methylenetetrahydrofolate reductase deficiency	Disorder	Standard	01/30/2002	12/30/2099	735,960	735,960	255,670	255,670	Condition	SNOMED	
	37110832	725289009	5-amino-4-imidazole carboxamide ribosiduria	Disorder	Standard	07/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	4094531	26132002	5-Oxoprolinase deficiency	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	36674906	770793002	5p13 microduplication syndrome	Disorder	Standard	01/30/2019	12/30/2099	10	10	0	0	Condition	SNOMED	
	440518	70173007	5p partial monosomy syndrome	Disorder	Standard	01/30/2002	12/30/2099	311,830	311,830	8,250	8,250	Condition	SNOMED	
	4250896	74008005	5p partial trisomy	Disorder	Standard	01/30/2002	12/30/2099	0	10	0	0	Condition	SNOMED	
	36714439	719661007	5q14.3 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	10	10	0	0	Condition	SNOMED	
	35625535	768555009	5q31.3 microdeletion syndrome	Disorder	Standard	07/30/2018	12/30/2099	0	0	0	0	Condition	SNOMED	
	36714442	719665003	5q35 microduplication syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	36714440	719662000	6p22 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	30	30	0	0	Condition	SNOMED	
	4035263	237914002	6-Pyruvoyl-tetrahydrobiopterin synthase deficiency	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	604591	1003380001	6q16 microdeletion syndrome	Disorder	Standard	01/30/2021	12/30/2099	0	0	0	0	Condition	SNOMED	
	36714441	719663005	6q25 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	36714443	719666002	6q terminal deletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	10	10	0	0	Condition	SNOMED	
	35622649	764703002	7p22.1 microduplication syndrome	Disorder	Standard	07/30/2018	12/30/2099	0	0	0	0	Condition	SNOMED	
	37111652	726707004	7q11.23 microduplication syndrome	Disorder	Standard	07/30/2017	12/30/2099	10	10	0	0	Condition	SNOMED	
	36676437	773326003	7q31 microdeletion syndrome	Disorder	Standard	01/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	
	36714426	719646006	8p11.2 deletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	80	80	0	0	Condition	SNOMED	
	35622907	765140006	8p23.1 duplication syndrome	Disorder	Standard	07/30/2018	12/30/2099	0	0	0	0	Condition	SNOMED	
	37399716	716381003	8p23.1 microdeletion syndrome	Disorder	Standard	07/30/2016	12/30/2099	0	0	0	0	Condition	SNOMED	
	37397531	718188007	8p inverted duplication deletion syndrome	Disorder	Standard	07/30/2016	12/30/2099	10	10	0	0	Condition	SNOMED	
	36717748	719684000	8q12 microduplication syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	37110077	724147004	8q13 microdeletion syndrome	Disorder	Standard	07/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	36713681	718615003	8q21.11 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	36717095	719664004	8q22.1 microdeletion syndrome	Disorder	Standard	01/30/2017	12/30/2099	40	40	0	0	Condition	SNOMED	
	37164200	1229895008	8q24.3 microdeletion syndrome	Disorder	Standard	05/30/2022	12/30/2099	0	0	0	0	Condition	SNOMED	
	4006298	111309008	8q partial trisomy syndrome	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	35608080	764725008	9p13 microdeletion syndrome	Disorder	Standard	07/30/2018	12/30/2099	0	0	0	0	Condition	SNOMED	
	619082	890128002	9p24.3 deletion syndrome	Disorder	Standard	01/30/2021	12/30/2099	0	0	0	0	Condition	SNOMED	
	4298945	77527000	9p partial trisomy syndrome	Disorder	Standard	01/30/2002	12/30/2099	30	30	10	10	Condition	SNOMED	
	37164180	1229875002	9q21.13 microdeletion syndrome	Disorder	Standard	05/30/2022	12/30/2099	0	0	0	0	Condition	SNOMED	
	36676583	773493002	9q31.1q31.3 microdeletion syndrome	Disorder	Standard	01/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	
	37164106	1228886008	9q33.3q34.11 microdeletion syndrome	Disorder	Standard	05/30/2022	12/30/2099	0	0	0	0	Condition	SNOMED	
	4141029	425879009	AA amyloid nephropathy	Disorder	Standard	07/30/2007	12/30/2099	0	0	0	0	Condition	SNOMED	
	4166276	274945004	AA amyloidosis	Disorder	Standard	01/30/2002	12/30/2099	210	210	30	30	Condition	SNOMED	
	4032940	14921002	Aarskog syndrome	Disorder	Standard	01/30/2002	12/30/2099	100	100	30	30	Condition	SNOMED	
	36713652	718576001	Aase Smith type 1 syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	4217370	71988008	Aase syndrome	Disorder	Standard	01/30/2002	12/30/2099	260	260	150	150	Condition	SNOMED	
	192549	43894001	Abdominal actinomycosis	Disorder	Standard	01/30/2002	12/30/2099	32,420	32,430	11,240	11,250	Condition	SNOMED	
	4108748	253679008	Abdominal aortic coarctation	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4044411	230648001	Abdominal cutaneous nerve entrapment syndrome	Disorder	Standard	01/30/2002	12/30/2099	300	300	150	150	Condition	SNOMED	
	4266333	400153009	Abdominal fibromatosis	Disorder	Standard	07/30/2003	12/30/2099	420	420	120	120	Condition	SNOMED	
	4209546	311808009	Aberrant retro-esophageal subclavian artery causing dysphagia	Disorder	Standard	01/30/2002	12/30/2099	50	50	20	20	Condition	SNOMED	
	4151885	268302006	Aberrant thyroid gland	Disorder	Standard	01/30/2002	12/30/2099	990	1,450	110	200	Condition	SNOMED	
	4098595	190787008	Abetalipoproteinemia	Disorder	Standard	01/30/2002	12/30/2099	20	20	10	10	Condition	SNOMED	
	36717654	718575002	Ablepharon macrostomia syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	40487182	449455000	Abnormal attachment of tricuspid chordae tendinae	Disorder	Standard	07/30/2011	12/30/2099	0	0	0	0	Condition	SNOMED	
	4100865	253333008	Abnormal connection of hepatic vein to atrium	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4048780	230679002	Abnormality of synaptic vesicles	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	4345795	240459003	Abortive poliomyelitis	Disorder	Standard	01/30/2002	12/30/2099	0	0	0	0	Condition	SNOMED	
	37204495	783161005	ABri amyloidosis	Disorder	Standard	07/30/2019	12/30/2099	0	0	0	0	Condition	SNOMED	
	36713651	718574003	Abruzzo Erickson syndrome	Disorder	Standard	01/30/2017	12/30/2099	0	0	0	0	Condition	SNOMED	
	36716000	721807009	Abscess caused by Entamoeba histolytica	Disorder	Standard	01/30/2017	12/30/2099	0	26,930	0	7,350	Condition	SNOMED	
